Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,P/E Ratio,Ticker
2024-03-06 00:00:00+05:30,2380.804818380754,2385.608119491244,2352.3817809276375,2377.6357421875,1354111,0.0,0.0,63.37315,HINDUNILVR
2024-03-07 00:00:00+05:30,2381.745606493919,2402.592552306009,2379.814469575985,2396.204833984375,1820704,0.0,0.0,63.37315,HINDUNILVR
2024-03-11 00:00:00+05:30,2385.7563913180193,2389.7177967000334,2360.5519979319533,2366.791259765625,2040761,0.0,0.0,63.37315,HINDUNILVR
2024-03-12 00:00:00+05:30,2357.036348379236,2361.9881054136463,2338.0216497241036,2355.2041015625,1012157,0.0,0.0,63.37315,HINDUNILVR
2024-03-13 00:00:00+05:30,2352.0844484138674,2352.0844484138674,2281.62104681012,2290.28662109375,2322669,0.0,0.0,63.37315,HINDUNILVR
2024-03-14 00:00:00+05:30,2282.611508896898,2319.1058127223246,2279.6404547126567,2312.074462890625,2292515,0.0,0.0,63.37315,HINDUNILVR
2024-03-15 00:00:00+05:30,2307.5683893628434,2314.4017174907676,2293.554771608744,2305.240966796875,2751403,0.0,0.0,63.37315,HINDUNILVR
2024-03-18 00:00:00+05:30,2298.407467336374,2302.566894660051,2274.837056788876,2277.758544921875,2487402,0.0,0.0,63.37315,HINDUNILVR
2024-03-19 00:00:00+05:30,2261.2196793696185,2281.6703376666724,2225.1709875895594,2245.076904296875,4220638,0.0,0.0,63.37315,HINDUNILVR
2024-03-20 00:00:00+05:30,2228.2904917953524,2243.5913714820153,2218.386978498484,2220.318115234375,2995013,0.0,0.0,63.37315,HINDUNILVR
2024-03-21 00:00:00+05:30,2212.4450685523025,2237.3523100093307,2212.4450685523025,2220.714599609375,3504486,0.0,0.0,63.37315,HINDUNILVR
2024-03-22 00:00:00+05:30,2217.4461954619596,2244.1361154685433,2210.513736146743,2234.77734375,3507809,0.0,0.0,63.37315,HINDUNILVR
2024-03-26 00:00:00+05:30,2210.563527434745,2237.3523402344968,2210.464395577567,2218.38720703125,3027027,0.0,0.0,63.37315,HINDUNILVR
2024-03-27 00:00:00+05:30,2228.290510890185,2241.1650782864394,2214.4255921557574,2218.08984375,2168861,0.0,0.0,63.37315,HINDUNILVR
2024-03-28 00:00:00+05:30,2223.338801748139,2265.8247783503953,2218.4861768013075,2242.502197265625,3186360,0.0,0.0,63.37315,HINDUNILVR
2024-04-01 00:00:00+05:30,2248.0977472502004,2272.856533012868,2240.174935806147,2263.84423828125,1427873,0.0,0.0,63.37315,HINDUNILVR
2024-04-02 00:00:00+05:30,2275.8274936706753,2275.8274936706753,2255.0796804121846,2264.636474609375,1221495,0.0,0.0,63.37315,HINDUNILVR
2024-04-03 00:00:00+05:30,2259.8334903981013,2259.8334903981013,2239.234132450797,2243.343994140625,1175309,0.0,0.0,63.37315,HINDUNILVR
2024-04-04 00:00:00+05:30,2248.0975139683324,2259.9817299012043,2227.5477239177408,2243.09619140625,1890255,0.0,0.0,63.37315,HINDUNILVR
2024-04-05 00:00:00+05:30,2243.0962016323665,2258.4962132059195,2236.3124400774204,2245.076904296875,1153449,0.0,0.0,63.37315,HINDUNILVR
2024-04-08 00:00:00+05:30,2255.0299938054272,2266.8646439227255,2245.3245023481677,2247.0576171875,1127294,0.0,0.0,63.37315,HINDUNILVR
2024-04-09 00:00:00+05:30,2249.0879586687797,2252.6533203106574,2233.985100293747,2242.303955078125,1189343,0.0,0.0,63.37315,HINDUNILVR
2024-04-10 00:00:00+05:30,2254.9310720835047,2254.9310720835047,2235.916373002802,2239.08544921875,2308993,0.0,0.0,63.37315,HINDUNILVR
2024-04-12 00:00:00+05:30,2239.0853795275366,2242.9974609785236,2207.0972227929533,2210.761474609375,3388551,0.0,0.0,63.37315,HINDUNILVR
2024-04-15 00:00:00+05:30,2206.2055964371775,2206.255162360383,2168.869399873971,2172.88037109375,4909564,0.0,0.0,63.37315,HINDUNILVR
2024-04-16 00:00:00+05:30,2161.936985270102,2209.7214376472357,2151.0926864036896,2199.372314453125,2821129,0.0,0.0,63.37315,HINDUNILVR
2024-04-18 00:00:00+05:30,2193.6777636139464,2216.1091245422463,2187.735655629232,2193.43017578125,3392171,0.0,0.0,63.37315,HINDUNILVR
2024-04-19 00:00:00+05:30,2198.5799431417995,2222.1007871281136,2174.81151132405,2210.068115234375,2337694,0.0,0.0,63.37315,HINDUNILVR
2024-04-22 00:00:00+05:30,2228.2905450974517,2231.8063407589384,2207.5427326012104,2219.87255859375,1804108,0.0,0.0,63.37315,HINDUNILVR
2024-04-23 00:00:00+05:30,2231.2615549645757,2251.5637573066856,2227.0029958724026,2240.91748046875,1991778,0.0,0.0,63.37315,HINDUNILVR
2024-04-24 00:00:00+05:30,2244.185736607271,2246.4635930810273,2223.9824238919987,2238.441650390625,1404398,0.0,0.0,63.37315,HINDUNILVR
2024-04-25 00:00:00+05:30,2216.455920924541,2218.238601738645,2193.727405453465,2209.325439453125,4951866,0.0,0.0,63.37315,HINDUNILVR
2024-04-26 00:00:00+05:30,2223.3387952338176,2233.2423087983334,2197.193616137495,2201.204345703125,2307512,0.0,0.0,63.37315,HINDUNILVR
2024-04-29 00:00:00+05:30,2212.4450171998437,2212.4450171998437,2198.5800976650194,2204.621337890625,1395292,0.0,0.0,63.37315,HINDUNILVR
2024-04-30 00:00:00+05:30,2210.5138581493998,2218.6346911527166,2203.531832525296,2208.92919921875,2119102,0.0,0.0,63.37315,HINDUNILVR
2024-05-02 00:00:00+05:30,2183.7743690143157,2221.556177623583,2183.7743690143157,2204.8193359375,2140383,0.0,0.0,63.37315,HINDUNILVR
2024-05-03 00:00:00+05:30,2210.4643969625936,2214.0790829765942,2182.734556857328,2195.65869140625,2595307,0.0,0.0,63.37315,HINDUNILVR
2024-05-06 00:00:00+05:30,2203.531750347215,2239.679574566394,2190.6571828170963,2234.4306640625,1619256,0.0,0.0,63.37315,HINDUNILVR
2024-05-07 00:00:00+05:30,2244.136148676865,2366.543671682329,2237.2036892590636,2356.44189453125,8277810,0.0,0.0,63.37315,HINDUNILVR
2024-05-08 00:00:00+05:30,2343.5674207417833,2349.361073058016,2302.5669701169295,2318.462158203125,1813439,0.0,0.0,63.37315,HINDUNILVR
2024-05-09 00:00:00+05:30,2318.016640581637,2339.3091962054746,2297.070562885318,2303.210693359375,1558987,0.0,0.0,63.37315,HINDUNILVR
2024-05-10 00:00:00+05:30,2298.605491575131,2348.12305925232,2298.605491575131,2339.754638671875,2610266,0.0,0.0,63.37315,HINDUNILVR
2024-05-13 00:00:00+05:30,2351.094089886446,2358.6701809515675,2325.245823102508,2337.872802734375,1170617,0.0,0.0,63.37315,HINDUNILVR
2024-05-14 00:00:00+05:30,2337.8235526254025,2349.41061535633,2324.107089367144,2326.9296875,689430,0.0,0.0,63.37315,HINDUNILVR
2024-05-15 00:00:00+05:30,2326.880023277758,2333.0697191102595,2295.2876706776724,2300.88330078125,812282,0.0,0.0,63.37315,HINDUNILVR
2024-05-16 00:00:00+05:30,2314.4511837510063,2325.444180824288,2279.145253635431,2320.541748046875,1880021,0.0,0.0,63.37315,HINDUNILVR
2024-05-17 00:00:00+05:30,2329.2073065751288,2329.2073065751288,2292.7625693338687,2297.9619140625,1264582,0.0,0.0,63.37315,HINDUNILVR
2024-05-21 00:00:00+05:30,2284.740533567778,2302.3688357165006,2279.5411890505566,2288.40478515625,1663959,0.0,0.0,63.37315,HINDUNILVR
2024-05-22 00:00:00+05:30,2288.7019565702185,2351.0940912581996,2288.4048028099432,2344.0625,1914851,0.0,0.0,63.37315,HINDUNILVR
2024-05-23 00:00:00+05:30,2344.062628499959,2363.7707664019913,2332.2775435712883,2359.51220703125,1614718,0.0,0.0,63.37315,HINDUNILVR
2024-05-24 00:00:00+05:30,2355.550666353794,2360.254835227109,2341.8837694806366,2346.19189453125,974100,0.0,0.0,63.37315,HINDUNILVR
2024-05-27 00:00:00+05:30,2346.1920391059716,2376.7938007377784,2339.70518906078,2361.492919921875,1116934,0.0,0.0,63.37315,HINDUNILVR
2024-05-28 00:00:00+05:30,2366.9397331984487,2385.7564089016996,2355.6002585658575,2372.832275390625,1631747,0.0,0.0,63.37315,HINDUNILVR
2024-05-29 00:00:00+05:30,2358.2245446099323,2371.891441355535,2346.538350529345,2350.499755859375,1592495,0.0,0.0,63.37315,HINDUNILVR
2024-05-30 00:00:00+05:30,2345.1520879662153,2349.5591032880357,2311.5297066836674,2328.712158203125,1837380,0.0,0.0,63.37315,HINDUNILVR
2024-05-31 00:00:00+05:30,2330.2967475486093,2354.5107899173054,2295.2384061566927,2306.577880859375,5529186,0.0,0.0,63.37315,HINDUNILVR
2024-06-03 00:00:00+05:30,2358.0266173293735,2364.4143353233912,2321.6807703247664,2333.168701171875,1207445,0.0,0.0,63.37315,HINDUNILVR
2024-06-04 00:00:00+05:30,2351.094093455695,2485.8314423243405,2319.5019822584736,2472.214111328125,7826048,0.0,0.0,63.37315,HINDUNILVR
2024-06-05 00:00:00+05:30,2509.1046981818163,2697.6674975332776,2500.637145826079,2577.636962890625,11061076,0.0,0.0,63.37315,HINDUNILVR
2024-06-06 00:00:00+05:30,2574.91361332899,2574.91361332899,2493.7047993701526,2525.0,4102547,0.0,0.0,63.37315,HINDUNILVR
2024-06-07 00:00:00+05:30,2530.6448292095856,2571.447256088812,2500.637135229829,2552.927734375,3974253,0.0,0.0,63.37315,HINDUNILVR
2024-06-10 00:00:00+05:30,2554.1160994336137,2568.624649814111,2521.434505295844,2540.597900390625,1449122,0.0,0.0,63.37315,HINDUNILVR
2024-06-11 00:00:00+05:30,2541.2416084333495,2551.8383197062153,2526.683491691375,2531.684814453125,1402423,0.0,0.0,63.37315,HINDUNILVR
2024-06-12 00:00:00+05:30,2543.222371689071,2543.222371689071,2492.714450755994,2504.301513671875,1754677,0.0,0.0,63.37315,HINDUNILVR
2024-06-13 00:00:00+05:30,2463.9446439545422,2481.6225126325144,2422.8450620775234,2463.39990234375,3123098,0.0,0.0,63.37315,HINDUNILVR
2024-06-14 00:00:00+05:30,2473.0,2510.39990234375,2470.39990234375,2479.75,1729552,24.0,0.0,63.37315,HINDUNILVR
2024-06-18 00:00:00+05:30,2479.89990234375,2498.0,2473.14990234375,2486.25,1820933,0.0,0.0,63.37315,HINDUNILVR
2024-06-19 00:00:00+05:30,2495.0,2495.0,2451.5,2457.0,986976,0.0,0.0,63.37315,HINDUNILVR
2024-06-20 00:00:00+05:30,2457.0,2490.0,2446.64990234375,2482.199951171875,2163310,0.0,0.0,63.37315,HINDUNILVR
2024-06-21 00:00:00+05:30,2475.0,2478.0,2426.550048828125,2441.300048828125,3646215,0.0,0.0,63.37315,HINDUNILVR
2024-06-24 00:00:00+05:30,2435.0,2467.85009765625,2427.050048828125,2442.199951171875,1945519,0.0,0.0,63.37315,HINDUNILVR
2024-06-25 00:00:00+05:30,2439.35009765625,2446.699951171875,2427.89990234375,2432.199951171875,833789,0.0,0.0,63.37315,HINDUNILVR
2024-06-26 00:00:00+05:30,2437.0,2467.0,2432.39990234375,2445.60009765625,1738656,0.0,0.0,63.37315,HINDUNILVR
2024-06-27 00:00:00+05:30,2449.949951171875,2483.199951171875,2436.0,2462.14990234375,3402726,0.0,0.0,63.37315,HINDUNILVR
2024-06-28 00:00:00+05:30,2463.0,2490.5,2462.85009765625,2473.050048828125,2129791,0.0,0.0,63.37315,HINDUNILVR
2024-07-01 00:00:00+05:30,2461.050048828125,2523.0,2450.10009765625,2505.10009765625,3312865,0.0,0.0,63.37315,HINDUNILVR
2024-07-02 00:00:00+05:30,2515.0,2515.0,2479.35009765625,2485.14990234375,1305210,0.0,0.0,63.37315,HINDUNILVR
2024-07-03 00:00:00+05:30,2486.64990234375,2519.85009765625,2474.300048828125,2510.35009765625,1406405,0.0,0.0,63.37315,HINDUNILVR
2024-07-04 00:00:00+05:30,2515.050048828125,2536.85009765625,2492.89990234375,2495.949951171875,1977010,0.0,0.0,63.37315,HINDUNILVR
2024-07-05 00:00:00+05:30,2495.949951171875,2554.0,2495.949951171875,2547.0,1754286,0.0,0.0,63.37315,HINDUNILVR
2024-07-08 00:00:00+05:30,2560.0,2595.0,2536.25,2587.14990234375,2818809,0.0,0.0,63.37315,HINDUNILVR
2024-07-09 00:00:00+05:30,2587.14990234375,2614.0,2568.0,2590.14990234375,1479529,0.0,0.0,63.37315,HINDUNILVR
2024-07-10 00:00:00+05:30,2581.0,2626.0,2573.0,2610.449951171875,1764036,0.0,0.0,63.37315,HINDUNILVR
2024-07-11 00:00:00+05:30,2617.0,2617.050048828125,2590.050048828125,2608.85009765625,1432671,0.0,0.0,63.37315,HINDUNILVR
2024-07-12 00:00:00+05:30,2601.0,2639.5,2601.0,2622.25,1912642,0.0,0.0,63.37315,HINDUNILVR
2024-07-15 00:00:00+05:30,2628.0,2629.25,2613.64990234375,2620.300048828125,920101,0.0,0.0,63.37315,HINDUNILVR
2024-07-16 00:00:00+05:30,2625.949951171875,2725.0,2624.550048828125,2688.449951171875,3298003,0.0,0.0,63.37315,HINDUNILVR
2024-07-18 00:00:00+05:30,2700.0,2751.199951171875,2655.0,2738.39990234375,5569762,0.0,0.0,63.37315,HINDUNILVR
2024-07-19 00:00:00+05:30,2739.0,2743.0,2715.949951171875,2727.0,1668862,0.0,0.0,63.37315,HINDUNILVR
2024-07-22 00:00:00+05:30,2705.699951171875,2749.949951171875,2705.64990234375,2735.300048828125,1911629,0.0,0.0,63.37315,HINDUNILVR
2024-07-23 00:00:00+05:30,2746.0,2811.300048828125,2732.0,2766.35009765625,3906259,0.0,0.0,63.37315,HINDUNILVR
2024-07-24 00:00:00+05:30,2748.0,2757.449951171875,2675.10009765625,2717.050048828125,3611927,0.0,0.0,63.37315,HINDUNILVR
2024-07-25 00:00:00+05:30,2717.050048828125,2724.85009765625,2670.0,2707.199951171875,2166670,0.0,0.0,63.37315,HINDUNILVR
2024-07-26 00:00:00+05:30,2724.0,2727.0,2687.25,2711.050048828125,2135309,0.0,0.0,63.37315,HINDUNILVR
2024-07-29 00:00:00+05:30,2711.199951171875,2720.0,2692.800048828125,2711.60009765625,957011,0.0,0.0,63.37315,HINDUNILVR
2024-07-30 00:00:00+05:30,2715.60009765625,2754.35009765625,2685.39990234375,2691.39990234375,1560399,0.0,0.0,63.37315,HINDUNILVR
2024-07-31 00:00:00+05:30,2705.0,2709.64990234375,2675.050048828125,2705.64990234375,1751085,0.0,0.0,63.37315,HINDUNILVR
2024-02-01 00:00:00+05:30,428.0108453507065,433.5788597415811,425.39628764213484,428.8823547363281,19165409,0.0,0.0,30.874083,ITC
2024-02-02 00:00:00+05:30,430.91590073972367,433.04628330563656,425.5899738766484,426.1709899902344,17156021,0.0,0.0,30.874083,ITC
2024-02-05 00:00:00+05:30,428.01084769133,429.608619832325,422.7333265495663,424.18585205078125,12041897,0.0,0.0,30.874083,ITC
2024-02-06 00:00:00+05:30,426.07412574105405,426.94563508791055,415.9064477404153,417.7463073730469,18764371,0.0,0.0,30.874083,ITC
2024-02-07 00:00:00+05:30,421.23236917195874,421.23236917195874,417.1652862006509,418.1336364746094,12880824,0.0,0.0,30.874083,ITC
2024-02-08 00:00:00+05:30,421.5235300803726,421.6217933106372,401.47906052124875,407.3253479003906,48183882,6.25,0.0,30.874083,ITC
2024-02-09 00:00:00+05:30,402.95290466027717,416.80718003355065,401.4790462160082,408.2587890625,32283965,0.0,0.0,30.874083,ITC
2024-02-12 00:00:00+05:30,410.2730577717345,410.7152273073851,398.97347615921075,399.7595520019531,10906914,0.0,0.0,30.874083,ITC
2024-02-13 00:00:00+05:30,399.8086652491212,403.6406912447515,396.27139895095206,399.6612854003906,15606705,0.0,0.0,30.874083,ITC
2024-02-14 00:00:00+05:30,398.9243601541488,405.06543712696515,397.35223845196236,404.37762451171875,12150077,0.0,0.0,30.874083,ITC
2024-02-15 00:00:00+05:30,405.8023762003688,407.32535133225326,396.12403265946136,396.8609619140625,20383983,0.0,0.0,30.874083,ITC
2024-02-16 00:00:00+05:30,397.9417900211141,402.4124820875541,392.4393790261458,397.54876708984375,37518847,0.0,0.0,30.874083,ITC
2024-02-19 00:00:00+05:30,397.94177410146705,405.5567092848902,397.5487511859195,402.1177062988281,16949793,0.0,0.0,30.874083,ITC
2024-02-20 00:00:00+05:30,403.29680899002636,403.29680899002636,397.2539654094758,399.0226135253906,14084218,0.0,0.0,30.874083,ITC
2024-02-21 00:00:00+05:30,399.90693966008706,402.9529198905159,394.306265365888,396.320556640625,19414653,0.0,0.0,30.874083,ITC
2024-02-22 00:00:00+05:30,399.80867277621354,407.91489445200665,396.4188162486821,407.22711181640625,18604659,0.0,0.0,30.874083,ITC
2024-02-23 00:00:00+05:30,408.65183066185455,408.65183066185455,403.3459460171185,404.2302551269531,11147636,0.0,0.0,30.874083,ITC
2024-02-26 00:00:00+05:30,403.93548491801647,405.85148294189435,400.2016921275061,402.068603515625,7982145,0.0,0.0,30.874083,ITC
2024-02-27 00:00:00+05:30,402.8546364934423,405.55671027480076,401.4298946871627,403.9845886230469,7783743,0.0,0.0,30.874083,ITC
2024-02-28 00:00:00+05:30,403.98460223801163,405.1637010129962,399.7104066608517,401.18426513671875,8617768,0.0,0.0,30.874083,ITC
2024-02-29 00:00:00+05:30,401.87207343327196,403.88633466768084,397.4504980531993,399.2191162109375,14895144,0.0,0.0,30.874083,ITC
2024-03-01 00:00:00+05:30,401.7738234022148,405.9497558427804,400.3982281248212,402.3633728027344,12395632,0.0,0.0,30.874083,ITC
2024-03-04 00:00:00+05:30,405.06543368491583,405.75324629431753,401.33167091146214,401.9703369140625,6840352,0.0,0.0,30.874083,ITC
2024-03-05 00:00:00+05:30,402.5107499897361,404.23025157151824,396.9101056862254,399.0717468261719,9733507,0.0,0.0,30.874083,ITC
2024-03-06 00:00:00+05:30,399.4156478365069,402.8055343327314,393.7167403782721,400.74212646484375,11106855,0.0,0.0,30.874083,ITC
2024-03-07 00:00:00+05:30,400.7421291705369,407.71839868253124,396.6153134068987,406.3427734375,23020545,0.0,0.0,30.874083,ITC
2024-03-11 00:00:00+05:30,409.53613545138234,411.009993947468,400.88951093530414,402.2651062011719,17620081,0.0,0.0,30.874083,ITC
2024-03-12 00:00:00+05:30,399.41565902196766,399.41565902196766,392.39027273865315,397.4013977050781,34882639,0.0,0.0,30.874083,ITC
2024-03-13 00:00:00+05:30,427.41894727975654,430.366664157548,413.8103150301408,415.0876770019531,101612428,0.0,0.0,30.874083,ITC
2024-03-14 00:00:00+05:30,414.5963905616349,418.08451020359036,410.7152180143379,412.3364562988281,30764728,0.0,0.0,30.874083,ITC
2024-03-15 00:00:00+05:30,409.92916967929165,421.08134113588005,408.0131417274609,411.7960510253906,73253754,0.0,0.0,30.874083,ITC
2024-03-18 00:00:00+05:30,411.6978103373331,413.36819530912663,409.63440242680224,410.1748352050781,15933704,0.0,0.0,30.874083,ITC
2024-03-19 00:00:00+05:30,410.71522355887055,412.2381986375851,401.57731311512913,402.4124755859375,20994563,0.0,0.0,30.874083,ITC
2024-03-20 00:00:00+05:30,402.8546480905629,409.38874797098384,402.41247855568474,408.455322265625,19609321,0.0,0.0,30.874083,ITC
2024-03-21 00:00:00+05:30,411.6978120798173,414.64552911141504,408.94662151128404,413.9085998535156,19227982,0.0,0.0,30.874083,ITC
2024-03-22 00:00:00+05:30,413.9085807724308,422.1621820832698,413.9085807724308,421.1304931640625,38861818,0.0,0.0,30.874083,ITC
2024-03-26 00:00:00+05:30,418.13364410653065,421.7200571087847,418.13364410653065,420.1970520019531,10274145,0.0,0.0,30.874083,ITC
2024-03-27 00:00:00+05:30,419.5583822660357,421.42526368412547,419.01797948223236,420.54095458984375,12227545,0.0,0.0,30.874083,ITC
2024-03-28 00:00:00+05:30,420.54095087029776,425.69945552466476,419.55837855518024,420.8848571777344,27933211,0.0,0.0,30.874083,ITC
2024-04-01 00:00:00+05:30,421.62177835389906,423.8325660206497,418.3301551640361,419.26361083984375,9382308,0.0,0.0,30.874083,ITC
2024-04-02 00:00:00+05:30,421.2287734407119,421.2287734407119,417.2002208563717,418.4284362792969,8853678,0.0,0.0,30.874083,ITC
2024-04-03 00:00:00+05:30,418.57581026966716,421.3270007841908,413.6629486467837,417.7897644042969,12664520,0.0,0.0,30.874083,ITC
2024-04-04 00:00:00+05:30,418.13363677758497,419.90228493654433,412.5821091933391,415.3824462890625,18358410,0.0,0.0,30.874083,ITC
2024-04-05 00:00:00+05:30,415.1368071553106,424.1764845361788,412.63125972180035,420.0987854003906,16147032,0.0,0.0,30.874083,ITC
2024-04-08 00:00:00+05:30,420.8357197935389,423.88170003430406,420.29531700267177,421.6217956542969,8516632,0.0,0.0,30.874083,ITC
2024-04-09 00:00:00+05:30,422.94826069977216,423.9799496257758,418.13363241648295,418.9197082519531,6708894,0.0,0.0,30.874083,ITC
2024-04-10 00:00:00+05:30,420.8357168146231,430.1701539467377,418.3301693681887,429.3349914550781,14008124,0.0,0.0,30.874083,ITC
2024-04-12 00:00:00+05:30,427.4189685938577,428.15589785005403,420.83572191087944,422.6043701171875,18088372,0.0,0.0,30.874083,ITC
2024-04-15 00:00:00+05:30,420.5409469019212,421.67089905649823,415.5298221449632,418.4775390625,8746243,0.0,0.0,30.874083,ITC
2024-04-16 00:00:00+05:30,415.87372844915456,419.55837459607557,415.82461182815314,418.4775390625,9973638,0.0,0.0,30.874083,ITC
2024-04-18 00:00:00+05:30,418.5758010071784,419.4601100825834,410.3713162813712,411.5504150390625,21312388,0.0,0.0,30.874083,ITC
2024-04-19 00:00:00+05:30,410.71523201837476,418.82145370294796,408.75008736756917,417.34759521484375,16582634,0.0,0.0,30.874083,ITC
2024-04-22 00:00:00+05:30,419.5583854457052,420.1479348416035,415.97200243377154,417.88800048828125,7112139,0.0,0.0,30.874083,ITC
2024-04-23 00:00:00+05:30,417.88800612370704,422.99739430942464,417.691509646243,421.7200622558594,12021404,0.0,0.0,30.874083,ITC
2024-04-24 00:00:00+05:30,421.76916876064405,423.29214386379977,420.8357130614663,421.4252624511719,5845170,0.0,0.0,30.874083,ITC
2024-04-25 00:00:00+05:30,423.4886629164441,430.6614287395316,421.5235183089432,429.92449951171875,29211997,0.0,0.0,30.874083,ITC
2024-04-26 00:00:00+05:30,431.5948883923617,435.57429426486436,428.79455130376897,432.3318176269531,14773975,0.0,0.0,30.874083,ITC
2024-04-29 00:00:00+05:30,434.29696471981424,434.73913425737203,427.02593556101715,430.5632019042969,11627882,0.0,0.0,30.874083,ITC
2024-04-30 00:00:00+05:30,432.28269607574316,432.823098847323,427.5172144159201,428.0576171875,12064043,0.0,0.0,30.874083,ITC
2024-05-02 00:00:00+05:30,428.40152624039007,434.88650946961485,427.2715740834611,431.3492431640625,23228909,0.0,0.0,30.874083,ITC
2024-05-03 00:00:00+05:30,432.3809252285112,432.3809252285112,423.8325642770126,428.84368896484375,22904276,0.0,0.0,30.874083,ITC
2024-05-06 00:00:00+05:30,430.36666931538423,432.77398345538893,425.79771409719507,427.1733093261719,10355056,0.0,0.0,30.874083,ITC
2024-05-07 00:00:00+05:30,429.28583377056754,438.2272477372396,427.6154788446197,432.67572021484375,25968921,0.0,0.0,30.874083,ITC
2024-05-08 00:00:00+05:30,433.5600351692597,436.9499216594917,430.5632015946754,433.31439208984375,10511646,0.0,0.0,30.874083,ITC
2024-05-09 00:00:00+05:30,432.3809359451336,433.80567779855915,415.97199624860644,417.6914978027344,23412609,0.0,0.0,30.874083,ITC
2024-05-10 00:00:00+05:30,419.06710296673674,428.7454465118832,419.06710296673674,425.7977294921875,13985963,0.0,0.0,30.874083,ITC
2024-05-13 00:00:00+05:30,425.69944775798444,427.8611188060953,422.01480164351835,424.3238525390625,7302959,0.0,0.0,30.874083,ITC
2024-05-14 00:00:00+05:30,422.99738008339244,425.74857056118867,421.08135208175514,422.2113342285156,11000103,0.0,0.0,30.874083,ITC
2024-05-15 00:00:00+05:30,423.24302168973793,425.69945245984667,419.3127324575639,420.34442138671875,7565080,0.0,0.0,30.874083,ITC
